forest_risk_id,severity_id,fri,fti,sdr,WHP
20266,42147,-69.02155,0.007692934,"Fast, 56-74",164
20267,42148,-1.830093,0.000552853,"Med, 0-25",222
20268,42150,-5.608944,0.000773107,"Slow, 26-40",1975
20269,42151,-369.2496,0.04736082,"Fast, 41-55",12797
20270,42153,-11.32639,0.003364751,"Slow, 0-25",506
20271,42155,-217.8148,0.0646747,"Med, 0-25",328
20272,42156,-84.82116,0.01211325,"Slow, 26-40",213
20273,42158,-48.81367,0.009568568,"Fast, 26-40",15961
20274,42159,-114.7849,0.01448616,"Med, 41-55",261
20275,42161,-12.13438,0.001384157,"Med, 41-55",2178
20276,42163,-176.0498,0.02409334,"Slow, 26-40",2207
20277,42164,-22.11502,0.002900142,"Slow, 26-40",251
20278,42174,-19.86938,0.003486152,"Slow, 0-25",427
20279,42176,-31.37032,0.003108,"Slow, 56-74",2167
20280,42177,-28.71869,0.00280963,"Fast/Slow, 75+",277
20281,42180,-294.8234,0.03711643,"Slow, 0-25",4514
20282,42182,-454.3947,0.05663526,"Med, 41-55",1021
20283,42184,-13.90571,0.002482005,"Slow, 0-25",1516
20284,42185,-24.54627,0.002573335,"Slow, 41-55",693
20285,42187,-124.2153,0.02434784,"Fast, 26-40",1739
20286,42192,-114.5083,0.01635282,"Med, 0-25",93
20287,42193,-21.40426,0.00218702,"Slow, 26-40",1771
20288,42194,-16.99574,0.001764934,"Slow, 41-55",2194
20289,42196,-197.5959,0.05867121,"Med, 0-25",1035
20290,42197,-181.552,0.06962542,"Fast, 0-25",8359
20291,42198,-55.49616,0.007595,"Slow, 26-40",426
20292,42199,-77.41285,0.007578827,"Slow, 56-74",2263
20293,42206,-2.232265,0.000257574,"Slow, 56-74",65
20294,42208,-14.41244,0.002850777,"Fast, 26-40",1677
20295,42210,-2.775081,0.000494081,"Slow, 0-25",733
20296,42211,-48.43781,0.005261269,"Slow, 41-55",168
20297,42213,-6.69173,0.000571685,"Slow, 56-74",172
20298,42216,-31.62724,0.01214157,"Fast, 0-25",2355
20299,42221,-3.611749,0.001430274,"Fast, 0-25",1185
20300,42222,-24.12054,0.004646284,"Slow, 0-25",1943
20301,42223,-22.75769,0.008602066,"Fast, 0-25",205
20302,42225,-31.15019,0.003184025,"Fast, 56-74",333
20303,42226,-127.6093,0.02647703,"Fast, 26-40",108
20304,42228,-387.0186,0.04736238,"Fast, 41-55",303
20305,42231,-2.781845,0.000838112,"Med, 0-25",81
20306,42233,-2.876541,0.00030799,"Fast/Slow, 75+",96
20307,42235,-4.27607,0.000515492,"Slow, 0-25",2669
20308,42236,-15.53425,0.002001767,"Med, 41-55",240
20309,42237,-39.21443,0.01499349,"Fast, 0-25",4853
20310,42241,-55.20423,0.02119268,"Fast, 0-25",7347
20311,42242,-0.03469462,0.0000217,"Fast, 0-25",55
20312,42245,-911.1753,0.09027427,"Slow, 56-74",3600
20313,42248,-0.1120049,0.0000337,"Med, 0-25",55
20314,42249,-1043.179,0.1274864,"Fast, 41-55",617
20315,42253,-22.28626,0.006530223,"Med, 0-25",546
20316,42255,-24.15532,0.003491579,"Slow, 0-25",969
20317,42258,-1.117081,0.000212239,"Med, 26-40",98
20318,42259,-10.72719,0.001124462,"Slow, 41-55",1092
20319,42260,-0.8860494,0.000546534,"Fast, 41-55",257
20320,42262,-32.55735,0.00326031,"Fast/Slow, 75+",1346
20321,42263,-135.2892,0.01664814,"Fast, 41-55",7948
20322,42264,-0.5151706,0.0000662,"Slow, 26-40",498
20323,42265,-12.31304,0.001576746,"Med, 41-55",92
20324,42266,-2.708181,0.00048466,"Slow, 0-25",274
20325,42274,-160.801,0.01823353,"Slow, 41-55",517
20326,42277,-4.911848,0.000936822,"Slow, 0-25",1347
20327,42283,-139.6992,0.01911694,"Slow, 26-40",338
20328,42287,-4.324314,0.000467909,"Slow, 41-55",1317
20329,42288,-11.56663,0.002391949,"Slow, 0-25",1340
20330,42289,-23.56282,0.00256267,"Slow, 41-55",425
20331,42290,-121.9358,0.04662171,"Fast, 0-25",6497
20332,42294,-30.17365,0.003462112,"Med, 56-74",92
20333,42296,-11.01239,0.001424553,"Slow, 26-40",4424
20334,42298,-2.33865,0.000627466,"Med, 0-25",1031
20335,42299,-35.68063,0.005862708,"Slow, 0-25",965
20336,42300,-4.685451,0.001770746,"Fast, 0-25",746
20337,42301,-384.8778,0.04180536,"Slow, 41-55",697
20338,42307,-6.170012,0.000600178,"Slow, 56-74",91
20339,42308,-5.763566,0.001733122,"Slow, 26-40",1607
20340,42311,-3.470489,0.000673218,"Slow, 0-25",769
20341,42312,-1.167445,0.000706599,"Fast, 0-25",780
20342,42315,-90.51269,0.00838032,"Slow, 56-74",800
20343,42317,-24.86568,0.002516807,"Fast, 56-74",2115
20344,42319,-27.29592,0.003251868,"Med, 41-55",293
20345,42321,-132.686,0.0509376,"Fast, 0-25",3102
20346,42322,-87.54103,0.01554286,"Slow, 0-25",361
20347,42325,-55.1521,0.006149482,"Med, 75+",485
20348,42326,-34.7837,0.01175735,"Fast, 0-25",71
20349,42327,-5.09384,0.000988122,"Slow, 0-25",832
20350,42328,-1214.525,0.1392151,"Med, 56-74",268
20351,42333,-5.156858,0.001971706,"Fast, 0-25",7755
20352,42334,-16.87241,0.00292832,"Slow, 0-25",90
20353,42335,-1514.52,0.1505699,"Slow, 56-74",1401
20354,42338,-4.201151,0.000433325,"Slow, 41-55",270
20355,42339,-246.7384,0.0710291,"Med, 0-25",143
20356,42340,-124.1039,0.01237295,"Slow, 56-74",1646
20357,42341,-16.62653,0.002032274,"Fast, 41-55",924
20358,42345,-50.16951,0.009539396,"Fast, 26-40",2008
20359,42351,-41.42118,0.003960152,"Med, 75+",462
20360,42352,-7.756498,0.000838025,"Slow, 26-40",1954
20361,42356,-885.0821,0.08529182,"Slow, 56-74",2132
20362,42358,-2.655766,0.001502772,"Fast, 0-25",64
20363,42361,-22.19182,0.003146442,"Slow, 26-40",195
20364,42362,-13.77086,0.001898102,"Slow, 26-40",2611
20365,42363,-28.04737,0.002944411,"Slow, 41-55",2643
20366,42369,-1.547477,0.000171645,"Slow, 26-40",843
20367,42375,-13.68173,0.001769706,"Med, 41-55",643
20368,42376,-229.4272,0.02807674,"Med, 56-74",348
20369,42377,-32.96246,0.01215229,"Fast, 0-25",1296
20370,42378,-25.06416,0.002534716,"Slow, 41-55",5043
20371,42380,-3.279849,0.000560119,"Med, 26-40",147
20372,42381,-53.97372,0.01205846,"Slow, 0-25",204
20373,42383,-3.069979,0.000340152,"Fast, 56-74",95
20374,42385,-9.345434,0.001184964,"Med, 41-55",2925
20375,42387,-0.05861752,0.0000386,"Med, 0-25",64
20376,42388,-18.98493,0.005211604,"Slow, 0-25",3808
20377,42389,-34.5408,0.008357853,"Fast, 0-25",1287
20378,42390,-82.90214,0.008404736,"Med, 75+",1125
20379,42391,-8.446442,0.001054878,"Slow, 0-25",297
20380,42395,-2.071897,0.000224188,"Slow, 26-40",633
20381,42396,-27.96527,0.01073576,"Fast, 0-25",836
20382,42397,-2.562176,0.000265777,"Slow, 41-55",557
20383,42402,-133.8837,0.01460117,"Fast, 26-40",5831
20384,42403,-41.50003,0.00568264,"Fast, 26-40",555
20385,42404,-94.04285,0.01149293,"Fast, 41-55",2079
20386,42406,-2.238219,0.00030563,"Med, 41-55",94
20387,42407,-5.512527,0.001419462,"Med, 0-25",439
20388,42410,-180.0132,0.03858455,"Fast, 26-40",374
20389,42411,-19.33487,0.002027442,"Slow, 41-55",2941
20390,42413,-0.9405167,0.000374767,"Fast, 0-25",1635
20391,42415,-15.99974,0.002843249,"Slow, 0-25",1292
20392,42416,-16.25856,0.006249929,"Fast, 0-25",170
20393,42417,-11.41303,0.003999975,"Fast, 0-25",112
20394,42419,-104.0752,0.01076407,"Slow, 56-74",810
20395,42423,-0.6360977,0.000119183,"Med, 26-40",1544
20396,42425,-24.92074,0.009557137,"Fast, 0-25",5789
20397,42427,-315.0987,0.03276033,"Slow, 41-55",978
20398,42428,-155.2684,0.05849606,"Fast, 0-25",2172
20399,42431,-1.483368,0.000252457,"Slow, 0-25",232
20400,42432,-3.761743,0.001475376,"Fast, 0-25",560
20401,42433,-95.50309,0.01695652,"Fast, 0-25",361
20402,42434,-119.0048,0.01183815,"Fast/Slow, 75+",975
20403,42435,-13.80569,0.002729315,"Fast, 26-40",545
20404,42437,-189.5489,0.01855714,"Slow, 56-74",761
20405,42439,-7.534349,0.004934944,"Med, 0-25",1510
20406,42440,-279.2933,0.03788501,"Slow, 26-40",1655
20407,42444,-66.11913,0.008091497,"Fast, 41-55",2330
20408,42446,-76.87656,0.01111236,"Slow, 26-40",1026
20409,42448,-128.695,0.02522514,"Fast, 26-40",1401
20410,42449,-36.6996,0.01108658,"Med, 0-25",1529
20411,42450,-48.3231,0.009472406,"Fast, 26-40",11796
20412,42451,-39.4409,0.009783188,"Slow, 0-25",1952
20413,42452,-45.94175,0.00477364,"Slow, 41-55",2152
20414,42454,-275.4848,0.03770154,"Slow, 26-40",3589
20415,42455,-34.64935,0.01330175,"Fast, 0-25",13395
20416,42456,-116.3549,0.01436136,"Slow, 26-40",949
20417,42457,-3.465958,0.000614325,"Slow, 0-25",346
20418,42459,-9.511636,0.005945168,"Fast, 0-25",927
20419,42460,-2.835869,0.000369482,"Slow, 26-40",74
20420,42461,-5.628678,0.002160827,"Fast, 0-25",797
20421,42463,-54.46217,0.006266863,"Med, 56-74",141
20422,42464,-3.169557,0.000458218,"Slow, 26-40",254
20423,42465,-17.90413,0.002065899,"Med, 56-74",270
20424,42469,-2.108629,0.000607015,"Med, 0-25",1974
20425,42470,-0.09797716,0.0000301,"Med, 0-25",30
20426,42471,-2191.809,0.2275868,"Slow, 41-55",436
20427,42472,-2.146629,0.000403767,"Med, 26-40",549
20428,42479,-132.3265,0.01711765,"Fast, 26-40",5390
20429,42480,-2.291745,0.000436711,"Med, 0-25",542
20430,42486,-3.69633,0.000687909,"Fast, 0-25",680
20431,42487,-25.50167,0.009779924,"Fast, 0-25",6596
20432,42489,-158.3962,0.0284519,"Fast, 0-25",4813
20433,42492,-10.94095,0.00183866,"Slow, 0-25",1982
20434,42495,-63.86515,0.00693864,"Slow, 41-55",743
20435,42496,-303.2021,0.03475457,"Slow, 56-74",323
20436,42498,-145.5785,0.05504102,"Fast, 0-25",307
20437,42499,-18.29109,0.002235345,"Fast, 41-55",1992
20438,42500,-2.795095,0.000361213,"Slow, 26-40",170
20439,42501,-11.32418,0.002430056,"Fast, 26-40",1235
20440,42502,-13.82664,0.001443518,"Slow, 41-55",791
20441,42504,-6.266883,0.000754614,"Med, 41-55",208
20442,42505,-280.7914,0.0384251,"Fast, 0-25",1082
20443,42507,-113.6005,0.01191239,"Slow, 41-55",3773
20444,42508,-20.15359,0.002229624,"Med, 75+",1397
20445,42509,-0.6488861,0.000382599,"Fast, 0-25",68
20446,42518,-48.4758,0.009449086,"Fast, 26-40",943
20447,42525,-61.67723,0.01181831,"Fast, 26-40",3069
20448,42526,-18.10088,0.006843667,"Fast, 0-25",886
20449,42527,-3.46985,0.001336893,"Fast, 0-25",1019
20450,42529,-27.09385,0.003654437,"Fast, 41-55",755
20451,42531,-0.03320122,0.0000219,"Fast, 0-25",109
20452,42535,-40.31794,0.005746472,"Slow, 0-25",1057
20453,42536,-8.279682,0.003175269,"Fast, 0-25",2744
20454,42538,-4.529415,0.000581203,"Slow, 41-55",1286
20455,42539,-25.61123,0.002543964,"Fast, 56-74",719
20456,42540,-38.17259,0.004002858,"Slow, 41-55",764
20457,42541,-349.4574,0.03535796,"Fast, 56-74",284
20458,42543,-5.732213,0.00065934,"Med, 56-74",99
20459,42546,-5.869198,0.002244066,"Fast, 0-25",1832
20460,42547,-127.2055,0.02493773,"Fast, 0-25",2445
20461,42551,-20.10507,0.002088244,"Slow, 41-55",631
20462,42552,-73.45201,0.007084696,"Fast/Slow, 75+",410
20463,42554,-3.122952,0.000586315,"Slow, 0-25",271
20464,42557,-0.08306825,0.000051,"Fast, 0-25",211
20465,42560,-9.192302,0.001179533,"Slow, 41-55",1256
20466,42561,-228.4664,0.02316214,"Med, 75+",727
20467,42565,-20.94927,0.00804234,"Fast, 0-25",10322
20468,42569,-29.55609,0.006549802,"Fast, 0-25",745
20469,42571,-7.517053,0.001680294,"Fast, 0-25",1120
20470,42572,-15.06921,0.003328523,"Fast, 0-25",1393
20471,42573,-15.72369,0.001495213,"Fast/Slow, 75+",81
20472,42575,-9.958488,0.000954858,"Slow, 56-74",97
20473,42578,-0.2310658,0.0000435,"Med, 26-40",153
20474,42579,-46.78057,0.004616056,"Med, 56-74",374
20475,42580,-36.48828,0.01379567,"Fast, 0-25",4050
20476,42583,-26.63429,0.001200376,"Med, 41-55",276
20477,42585,-1218.247,0.0280074,"Slow, 56-74",3460
20478,42586,-1.241995,0.000761817,"Fast, 0-25",43
20479,42588,-3.0798,0.001219619,"Fast, 0-25",1861
20480,42590,-123.2537,0.01316112,"Slow, 26-40",223
20481,42591,-25.92103,0.003286685,"Med, 41-55",2680
20482,42592,-9.634498,0.001042492,"Slow, 41-55",983
20483,42594,-25.21748,0.007617949,"Med, 0-25",2819
20484,42597,-2.747851,0.000357289,"Slow, 26-40",251
20485,42598,-188.7886,0.01895383,"Slow, 56-74",297
20486,42601,-41.76192,0.004337071,"Med, 56-74",493
20487,42602,-29.13739,0.01117423,"Fast, 0-25",9793
20488,42604,-308.5234,0.04223261,"Slow, 26-40",1416
20489,42608,-84.18092,0.01665553,"Fast, 26-40",983
20490,42610,-95.09503,0.01146306,"Slow, 0-25",2119
20491,42611,-6.35602,0.004006056,"Fast, 0-25",790
20492,42612,-18.53846,0.003524599,"Slow, 0-25",96
20493,42614,-100.1703,0.01963768,"Fast, 26-40",3451
20494,42616,-154.0508,0.01673688,"Slow, 41-55",985
20495,42617,-17.70239,0.006788888,"Fast, 0-25",6081
20496,42619,-35.39167,0.006217558,"Slow, 0-25",587
20497,42622,-52.20972,0.005339391,"Slow, 41-55",3689
20498,42625,-2.634771,0.00099599,"Fast, 0-25",9216
20499,42632,-7.267104,0.002718305,"Fast, 0-25",1442
20500,42636,-1.543824,0.000160142,"Slow, 41-55",479
20501,42638,-1.584831,0.000476563,"Med, 0-25",1778
20502,42647,-42.99189,0.004507102,"Slow, 41-55",3263
20503,42649,-23.37655,0.002536244,"Slow, 41-55",1752
20504,42653,-0.7337312,0.000177051,"Med, 0-25",1308
20505,42654,-33.94888,0.003593233,"Slow, 41-55",93
20506,42655,-3.769209,0.000718914,"Slow, 0-25",118
20507,42656,-102.7781,0.01181708,"Med, 56-74",81
20508,42664,-5.067887,0.000660289,"Slow, 26-40",670
20509,42666,-118.287,0.01542138,"Slow, 26-40",507
20510,42668,-31.33098,0.005563041,"Slow, 0-25",646
20511,42669,-0.3090529,0.0000451,"Slow, 0-25",250
20512,42672,-3.35974,0.000346538,"Med, 41-55",603
20513,42674,-6.143972,0.000805721,"Slow, 26-40",587
20514,42679,-65.17719,0.01277559,"Fast, 26-40",10260
20515,42681,-2702.751,0.2686992,"Slow, 56-74",202
20516,42683,-1.368758,0.000263772,"Slow, 0-25",667
20517,42685,-1052.582,0.09049097,"Slow, 41-55",7860
20518,42686,-53.02751,0.005468386,"Med, 56-74",994
20519,42687,-9.498817,0.003631838,"Fast, 0-25",14725
20520,42688,-113.9566,0.02023648,"Slow, 0-25",1015
20521,42689,-12.93686,0.002615162,"Slow, 0-25",1838
20522,42690,-1.010872,0.000182812,"Slow, 41-55",657
20523,42694,-133.6611,0.0238881,"Slow, 0-25",6721
20524,42696,-106.8551,0.04097428,"Fast, 0-25",275
20525,42697,-542.0726,0.05606376,"Slow, 56-74",2187
20526,42698,-0.2118625,0.0000403,"Med, 26-40",21
20527,42699,-130.8809,0.01274382,"Fast/Slow, 75+",1082
20528,42701,-0.3194712,0.0000599,"Med, 26-40",1069
20529,42706,-62.95327,0.006598985,"Slow, 41-55",748
20530,42709,-35.88648,0.006371904,"Med, 26-40",343
20531,42710,-20.26017,0.003971716,"Fast, 26-40",805
20532,42713,-81.52453,0.009428914,"Med, 56-74",224
20533,42714,-11.65495,0.001651731,"Slow, 0-25",3518
20534,42715,-13.33292,0.001703858,"Med, 41-55",179
20535,42716,-222.0729,0.02298481,"Slow, 41-55",169
20536,42717,-34.78129,0.01414422,"Fast, 0-25",1244
20537,42720,-32.76217,0.006019228,"Slow, 26-40",975
20538,42721,-2.375543,0.000305173,"Med, 41-55",84
20539,42728,-333.9877,0.05930419,"Slow, 0-25",247
20540,42729,-115.6243,0.01257519,"Slow, 41-55",790
20541,42731,-19.89964,0.005908706,"Med, 0-25",329
20542,42736,-17.58139,0.003002477,"Med, 26-40",302
20543,42737,-1093.866,0.1078139,"Fast/Slow, 75+",2016
20544,42739,-10.22176,0.001811807,"Slow, 0-25",685
20545,42740,-26.09124,0.003500792,"Slow, 26-40",192
20546,42741,-93.68256,0.01066211,"Slow, 56-74",744
20547,42743,-23.30137,0.002474726,"Med, 56-74",100
20548,42746,-38.47181,0.01552815,"Fast, 0-25",432
20549,42751,-12.65749,0.002161594,"Slow, 26-40",270
20550,42755,-55.82244,0.005766071,"Slow, 56-74",1005
20551,42759,-0.2526827,0.0000609,"Fast, 26-40",158
20552,42760,-7.593262,0.001046614,"Slow, 26-40",1275
20553,42762,-6.290632,0.000694623,"Slow, 0-25",2447
20554,42767,-82.63333,0.008846472,"Slow, 41-55",175
20555,42768,-180.5349,0.02091805,"Med, 41-55",816
20556,42771,-4.683669,0.001796193,"Fast, 0-25",2845
20557,42772,-175.1815,0.03434308,"Fast, 26-40",3276
20558,42773,-2.600999,0.00165697,"Slow, 0-25",1144
20559,42774,-6.069634,0.000760234,"Slow, 26-40",86
20560,42775,-59.52116,0.006067218,"Fast, 56-74",2467
20561,42776,-1249.799,0.1241555,"Slow, 56-74",1353
20562,42777,-36.37606,0.004138949,"Slow, 41-55",416
20563,42779,-101.6192,0.01010267,"Slow, 41-55",1587
20564,42780,-15.13051,0.001450772,"Slow, 56-74",95
20565,42782,-14.67548,0.002693853,"Med, 26-40",85
20566,42783,-39.23759,0.0148325,"Fast, 0-25",10406
20567,42784,-17.0288,0.006437185,"Fast, 0-25",641
20568,42787,-12.83147,0.001392157,"Slow, 41-55",721
20569,42789,-10.60588,0.001283934,"Med, 41-55",1659
20570,42790,-7.419526,0.00069099,"Med, 56-74",96
20571,42791,-2.111242,0.000828041,"Fast, 0-25",492
20572,42793,-3.52966,0.000593181,"Slow, 0-25",2018
20573,42796,-0.5253441,0.000131122,"Med, 26-40",480
20574,42800,-1.127658,0.000156071,"Slow, 26-40",85
20575,42801,-9.172966,0.00387167,"Fast, 0-25",385
20576,42802,-32.89562,0.01257752,"Fast, 0-25",2623
20577,42807,-0.6338515,0.0001883,"Slow, 0-25",370
20578,42809,-31.00519,0.01190277,"Fast, 0-25",787
20579,42811,-2.263356,0.00062132,"Med, 0-25",1732
20580,42813,-3.442126,0.001059,"Med, 0-25",871
20581,42815,-142.9041,0.01384206,"Slow, 56-74",116
20582,42817,-16.79743,0.000849323,"Med, 26-40",724
20583,42819,-13.15091,0.002483071,"Med, 26-40",107
20584,42821,-48.9147,0.008742101,"Slow, 0-25",4273
20585,42822,-16.31245,0.004376675,"Med, 0-25",338
20586,42823,-10.53296,0.004043563,"Fast, 0-25",599
20587,42824,-5.446425,0.000605858,"Fast, 26-40",638
20588,42826,-10.77705,0.001166122,"Slow, 41-55",1661
20589,42827,-123.5434,0.014193,"Med, 56-74",2826
20590,42828,-13.53317,0.004987312,"Fast, 0-25",493
20591,42829,-18.55291,0.001944782,"Slow, 41-55",170
20592,42830,-21.98213,0.004308985,"Fast, 26-40",1643
20593,42831,-0.1469201,0.0000443,"Fast, 26-40",87
20594,42833,-134.3669,0.02634325,"Slow, 26-40",1081
20595,42835,-30.37677,0.00438036,"Slow, 26-40",64
20596,42836,-21.05456,0.003868249,"Med, 26-40",1549
20597,42838,-18.27362,0.001350411,"Slow, 41-55",877
20598,42839,-21.54467,0.009565564,"Fast, 0-25",9397
20599,42842,-111.7972,0.01198313,"Slow, 41-55",2952
20600,42843,-8.695299,0.001183391,"Med, 26-40",2940
20601,42845,-13.94548,0.002013716,"Slow, 26-40",679
20602,42848,-20.20752,0.003854117,"Slow, 0-25",1884
20603,42849,-107.9494,0.01167206,"Med, 56-74",451
20604,42850,-7.917,0.000980076,"Slow, 0-25",805
20605,42852,-89.54347,0.009316345,"Med, 56-74",3083
20606,42856,-79.33769,0.00824369,"Slow, 41-55",2716
20607,42858,-0.114465,0.0000177,"Med, 0-25",42
20608,42859,-10.24396,0.003932614,"Fast, 0-25",128
20609,42862,-92.9815,0.0172802,"Med, 0-25",949
20610,42865,-301.0445,0.05640397,"Med, 26-40",111
20611,42867,-6.569738,0.000949655,"Slow, 26-40",140
20612,42868,-959.0327,0.1099292,"Med, 56-74",321
20613,42869,-8.93724,0.001018371,"Slow, 26-40",308
20614,42872,-60.82735,0.01174089,"Fast, 26-40",4982
20615,42876,-4.858193,0.000569081,"Slow, 26-40",613
20616,42877,-16.08421,0.006876873,"Fast, 0-25",472
20617,42879,-462.4409,0.05411731,"Fast, 56-74",2018
20618,42883,-0.4006393,0.000239904,"Fast, 0-25",37
20619,42884,-12.13152,0.001546076,"Med, 41-55",664
20620,42885,-25.96389,0.009814807,"Fast, 0-25",163
20621,42886,-1.86605,0.000546401,"Med, 0-25",227
20622,42887,-2.413168,0.000310965,"Med, 41-55",76
20623,42888,-89.16926,0.008673792,"Fast/Slow, 75+",1234
20624,42889,-15.41371,0.005893376,"Fast, 0-25",1266
20625,42890,-5.399419,0.002364995,"Slow, 0-25",2222
20626,42891,-4.842254,0.000867878,"Med, 26-40",271
20627,42894,-101.474,0.01356853,"Slow, 0-25",342
20628,42899,-91.10057,0.01618911,"Slow, 0-25",1091
20629,42903,-106.1931,0.02081526,"Fast, 26-40",372
20630,42905,-0.5871481,0.000110254,"Med, 26-40",212
20631,42906,-288.8387,0.1091861,"Fast, 0-25",1199
20632,42907,-8.921084,0.001024868,"Med, 56-74",2673
20633,42908,-316.4989,0.03312736,"Slow, 41-55",261
20634,42911,-49.79337,0.01909582,"Fast, 0-25",6050
20635,42912,-7.042663,0.000967949,"Med, 41-55",97
20636,42914,-314.0084,0.04290955,"Slow, 26-40",553
20637,42915,-195.4117,0.03572654,"Med, 26-40",498
20638,42921,-208.167,0.04115358,"Fast, 26-40",2109
20639,42924,-17.45432,0.006693753,"Fast, 0-25",1096
20640,42926,-41.87865,0.01607705,"Fast, 0-25",12275
20641,42927,-23.28115,0.002408056,"Slow, 56-74",1595
20642,42929,-1.117316,0.000669051,"Med, 0-25",912
20643,42932,-23.91707,0.002738218,"Slow, 0-25",411
20644,42933,-47.12402,0.005380868,"Med, 56-74",804
20645,42935,-535.0421,0.06539602,"Fast, 41-55",1820
20646,42936,-22.33753,0.004419568,"Fast, 26-40",5863
20647,42937,-184.0935,0.01830221,"Slow, 56-74",515
20648,42938,-54.05998,0.01059729,"Fast, 26-40",5235
20649,42939,-0.3939023,0.0000677,"Slow, 0-25",55
20650,42940,-0.2293271,0.0000289,"Med, 41-55",148
20651,42941,-54.61375,0.02204344,"Fast, 0-25",125
20652,42947,-20.18112,0.007716178,"Fast, 0-25",3951
20653,42948,-9.204209,0.000965147,"Slow, 41-55",1113
20654,42949,-12.64402,0.002360238,"Med, 26-40",88
20655,42951,-0.5784338,0.000242761,"Fast, 0-25",312
20656,42952,-0.5247872,0.000158533,"Med, 0-25",112
20657,42958,-29.38704,0.01158003,"Fast, 0-25",7389
20658,42960,-2.261197,0.000606685,"Med, 0-25",2130
20659,42961,-13.43891,0.001464178,"Slow, 41-55",128
20660,42962,-135.1666,0.01665693,"Fast, 41-55",664
20661,42965,-137.818,0.01869446,"Slow, 26-40",927
20662,42968,-15.31894,0.005790827,"Fast, 0-25",867
20663,42969,-114.7737,0.02108679,"Med, 26-40",983
20664,42970,-153.1076,0.0200909,"Slow, 56-74",859
20665,42972,-16.8834,0.001961284,"Fast, 41-55",6526
20666,42973,-38.87329,0.007858163,"Fast, 26-40",691
20667,42974,-2.915776,0.000295909,"Fast, 56-74",393
20668,42975,-23.49397,0.00254897,"Slow, 41-55",772
20669,42977,-0.06785611,0.0000199,"Med, 0-25",24
20670,42979,-0.09745138,0.0000183,"Med, 26-40",72
20671,42982,-11.04253,0.004239183,"Fast, 0-25",4271
20672,42983,-41.18636,0.01581128,"Fast, 0-25",3665
20673,42985,-821.936,0.08618994,"Slow, 41-55",4072
20674,42988,-27.42734,0.01231198,"Slow, 0-25",1031
20675,42989,-27.95627,0.00269102,"Med, 56-74",682
20676,42990,-96.90276,0.009450868,"Med, 75+",489
20677,42991,-11.24667,0.001244107,"Fast, 56-74",67
20678,42993,-7.760282,0.002258076,"Med, 0-25",1384
20679,42999,-4.790217,0.000607284,"Fast, 41-55",51
20680,43001,-101.642,0.01242378,"Fast, 41-55",9210
20681,43004,-20.72049,0.002257259,"Slow, 41-55",409
20682,43005,-358.187,0.04377975,"Fast, 41-55",2813
20683,43007,-206.5806,0.078105,"Fast, 0-25",777
20684,43011,-158.9764,0.02084802,"Slow, 26-40",1563
20685,43012,-20.21469,0.003893909,"Slow, 0-25",242
20686,43014,-1.324852,0.000355462,"Med, 0-25",251
20687,43020,-104.5212,0.01856093,"Slow, 0-25",4416
20688,43022,-74.47467,0.005626269,"Slow, 56-74",208
20689,43024,-231.0743,0.02277492,"Fast/Slow, 75+",980
20690,43025,-39.16747,0.006879259,"Slow, 0-25",1441
20691,43029,-121.3186,0.01427305,"Fast, 41-55",9000
20692,43032,-32.38786,0.003395416,"Slow, 41-55",1305
20693,43034,-6.197929,0.00237936,"Fast, 0-25",3449
20694,43035,-783.2294,0.07530334,"Slow, 56-74",245
20695,43036,-0.7400262,0.0000871,"Med, 26-40",161
20696,43037,-0.4551041,0.0000777,"Fast, 26-40",61
20697,43041,-56.72244,0.006546766,"Med, 56-74",728
20698,43042,-1611.647,0.1969586,"Slow, 41-55",468
20699,43043,-524.8279,0.05020402,"Slow, 56-74",3045
20700,43045,-253.5871,0.04063833,"Fast, 0-25",85
20701,43046,-0.7350867,0.000213477,"Med, 26-40",1842
20702,43047,-40.74804,0.005580858,"Slow, 26-40",7279
20703,43048,-30.41799,0.003271335,"Slow, 41-55",324
20704,43049,-9.585645,0.001106056,"Med, 56-74",108
20705,43050,-13.53942,0.001329832,"Fast/Slow, 75+",1886
20706,43051,-7.768865,0.001452284,"Slow, 26-40",3052
20707,43054,-0.1236455,0.000038,"Med, 0-25",794
20708,43058,-59.19317,0.005949091,"Fast, 56-74",796
20709,43061,-59.34034,0.00586663,"Fast, 56-74",425
20710,43066,-3.056417,0.000445122,"Slow, 26-40",1706
20711,43067,-1.024016,0.000140975,"Slow, 26-40",231
20712,43069,-59.91976,0.007453954,"Fast, 26-40",361
20713,43070,-10.1705,0.001050548,"Slow, 41-55",224
20714,43072,-15.0784,0.002904518,"Slow, 0-25",2072
20715,43073,-6.867768,0.002039213,"Slow, 0-25",206
20716,43074,-70.00314,0.01242902,"Slow, 0-25",352
20717,43076,-1135.902,0.2136571,"Fast, 41-55",1573
20718,43078,-5.049023,0.001491843,"Med, 0-25",91
20719,43079,-5.778083,0.000792406,"Slow, 26-40",221
20720,43081,-8.581601,0.001697904,"Fast, 26-40",1837
20721,43082,-2.761976,0.000427254,"Med, 0-25",260
20722,43084,-7.080713,0.000800411,"Med, 56-74",534
20723,43087,-24.61213,0.00718022,"Med, 0-25",207
20724,43088,-4.570536,0.001106543,"Fast, 26-40",3450
20725,43089,-3.099657,0.000399426,"Med, 41-55",86
20726,43090,-80.80682,0.03169286,"Fast, 0-25",6798
