str_id,severity_id,wwacbd,wwacbh,wwacc,wwach,wwafuel13,wwafuel40
3377,6967,11,13,55,57,10,165
3378,6968,27,13,35,25,5,145
3379,6972,22,20,75,57,10,165
3380,6974,11,20,55,57,10,165
3381,6976,19,13,25,25,2,122
3382,6977,11,20,55,57,10,165
3383,6978,14,13,15,8,5,142
3384,6980,19,13,25,25,2,122
3385,6981,14,13,15,8,1,101
3386,6985,1,263,45,57,8,161
3387,6986,14,13,15,8,1,101
3388,6987,11,13,55,57,10,165
3389,6989,19,13,25,25,2,122
3390,6990,14,13,15,8,2,122
3391,6992,19,13,25,25,2,122
3392,6993,14,13,15,8,1,101
3393,6994,14,13,15,8,2,122
3394,6998,6,13,35,57,5,122
3395,7002,14,13,15,8,2,122
3396,7006,6,43,35,57,9,188
3397,7010,1,144,35,25,6,147
3398,7011,27,13,35,8,2,122
3399,7013,1,144,25,25,2,121
3400,7015,1,263,55,57,8,161
3401,7016,1,263,55,57,8,161
3402,7022,11,16,55,57,8,183
3403,7027,19,13,25,8,2,122
3404,7031,11,13,55,57,10,165
3405,7034,1,263,45,57,8,161
3406,7036,19,13,25,8,5,142
3407,7040,19,13,25,8,2,122
3408,7042,16,13,65,57,10,165
3409,7043,19,13,25,8,2,122
3410,7045,8,7,45,57,10,165
3411,7046,19,13,25,8,2,122
3412,7047,11,13,55,57,10,165
3413,7049,16,13,65,57,10,165
3414,7053,38,13,45,25,8,183
3415,7057,16,13,65,57,10,165
3416,7060,27,13,35,25,5,145
3417,7061,27,13,35,25,5,145
3418,7062,19,13,25,8,2,122
3419,7063,1,263,45,57,8,161
3420,7064,1,263,65,57,8,161
3421,7065,38,13,45,25,8,183
3422,7067,19,13,25,8,2,122
3423,7068,27,13,35,25,5,145
3424,7074,1,263,15,57,2,121
3425,7075,6,13,35,57,5,122
3426,7077,1,144,35,25,6,147
3427,7078,1,144,55,25,6,147
3428,7081,11,13,55,57,10,165
3429,7083,19,13,25,8,2,122
3430,7091,8,13,45,57,8,161
3431,7093,14,13,15,8,2,122
3432,7094,8,7,45,57,10,165
3433,7095,38,13,45,25,8,183
3434,7097,8,7,45,57,10,165
3435,7098,1,144,55,25,6,147
3436,7100,27,13,35,25,5,145
3437,7101,14,13,15,8,2,122
3438,7106,1,263,45,57,8,161
3439,7108,14,13,15,8,2,122
3440,7109,16,13,65,57,10,165
3441,7111,27,13,35,25,5,145
3442,7113,19,13,25,25,2,122
3443,7115,11,20,55,57,10,165
3444,7116,19,13,25,25,2,122
3445,7117,14,13,15,8,2,122
3446,7118,19,13,25,25,2,122
3447,7121,11,7,55,57,10,165
3448,7123,19,13,25,25,2,122
3449,7124,19,13,25,25,2,122
3450,7125,16,13,65,57,10,165
3451,7127,8,66,45,57,8,161
3452,7131,19,13,25,8,2,122
3453,7132,1,144,25,25,2,121
3454,7133,6,43,35,57,9,188
3455,7134,27,13,35,25,5,145
3456,7135,16,20,65,57,10,165
3457,7136,1,144,45,25,6,147
3458,7140,27,13,35,25,5,145
3459,7141,19,13,25,8,2,122
3460,7147,19,13,25,8,2,122
3461,7148,1,263,55,57,8,161
3462,7149,1,263,55,57,8,161
3463,7150,19,13,25,8,2,122
3464,7151,1,263,45,57,8,161
3465,7152,1,263,45,57,8,161
3466,7154,8,13,45,57,8,161
3467,7155,16,20,65,57,10,165
3468,7157,1,263,45,57,8,161
3469,7158,16,7,65,57,10,165
3470,7162,19,13,25,25,2,122
3471,7163,1,144,35,25,2,122
3472,7164,6,43,35,57,9,188
3473,7167,8,13,45,57,8,161
3474,7169,11,7,55,57,10,165
3475,7170,11,7,55,57,10,165
3476,7171,6,43,35,57,9,188
3477,7178,14,13,15,25,1,101
3478,7180,27,13,35,25,5,145
3479,7181,11,13,55,57,10,165
3480,7182,27,13,35,25,1,101
3481,7183,38,13,45,25,8,183
3482,7185,38,13,45,25,8,183
3483,7186,14,13,15,8,5,142
3484,7193,38,13,45,25,8,183
3485,7199,14,13,15,8,5,142
3486,7203,1,144,35,25,6,147
3487,7204,8,20,45,57,8,183
3488,7205,11,20,55,57,10,165
3489,7207,16,13,65,57,10,165
3490,7210,8,20,45,57,8,183
3491,7211,4,43,25,57,2,122
3492,7212,14,13,15,8,2,121
3493,7217,1,144,25,25,8,183
3494,7220,1,263,55,57,8,161
3495,7221,38,13,45,25,8,183
3496,7223,27,13,35,25,5,145
3497,7225,8,43,45,57,9,188
3498,7228,8,13,45,57,8,161
3499,7229,8,7,45,57,10,165
3500,7230,27,13,35,25,5,145
3501,7232,1,263,65,57,8,161
3502,7233,1,263,55,57,8,161
3503,7237,1,144,45,25,6,147
3504,7238,1,144,55,25,6,147
3505,7239,11,13,55,57,10,165
3506,7240,1,144,25,25,2,122
3507,7243,16,13,65,57,10,165
3508,7244,1,263,55,57,8,161
3509,7245,1,144,25,25,2,122
3510,7246,8,7,45,57,10,165
3511,7247,8,20,45,57,8,183
3512,7248,27,13,35,25,5,145
3513,7251,1,263,35,57,2,121
3514,7253,8,20,45,57,10,165
3515,7254,27,13,35,25,5,145
3516,7257,9,3,35,25,8,183
3517,7258,1,263,35,57,2,121
3518,7262,11,13,55,57,10,165
3519,7268,14,13,15,8,2,122
3520,7270,11,16,55,57,8,183
3521,7273,19,13,25,8,2,122
3522,7274,27,13,35,25,5,145
3523,7275,38,13,45,25,8,183
3524,7277,27,13,35,25,5,145
3525,7279,1,144,55,25,6,147
3526,7283,6,13,35,57,5,122
3527,7284,19,13,25,8,2,122
3528,7286,11,7,55,57,10,165
